ID,Gender,Program Duration,Year of Student,HSC Percentage,CGPA
8382,Male,4,1,82.09,3.58
8383,Female,4,3,84.81,3.83
8384,Male,4,1,88.9,2.88
8385,Female,4,3,74.81,3.21
8386,Female,4,2,96.54,3.14
8387,Female,4,1,82,2.86
8388,Male,4,4,71.63,2.16
8389,Female,4,3,76.7,3.25
8390,Female,4,2,96,4
8391,Male,4,4,84,3.38
8392,Female,4,2,88.8,3.84
8393,Female,4,2,79.81,3.82
8394,Female,4,2,88.9,2.77
8395,Female,4,1,85.54,2
8396,Female,4,1,92,3.66
8397,Female,5,1,98.6,3.94
8398,Female,5,2,99.45,3.01
8399,Female,4,3,74,3.53
8400,Female,4,1,98.4,3.52
8401,Female,4,1,79,3.69
8402,Female,4,3,90.36,2.89
8403,Male,4,1,82.91,3.36
8404,Female,4,4,87.9,3.74
8405,Female,4,2,87.63,2.8
8406,Male,4,2,69,2.22
8407,Female,4,1,77.7,3.4
8408,Male,4,3,84.36,2.58
8409,Female,4,3,72,3.03
8410,Female,4,1,85.27,3.44
8411,Female,4,1,55.45,3.82
8412,Male,4,3,85.6,3.61
8413,Male,4,2,53.58,3.26
8414,Female,4,2,99.1,3.56
8415,Female,4,4,90.27,3.93
8416,Female,4,3,80.81,2.69
8417,Male,4,3,83,2.84
8418,Female,4,2,99.09,4
8419,Female,4,3,70.63,3.44
8420,Male,4,2,71,2.32
8421,Male,4,1,91.91,3.75
8422,Female,4,4,85.27,3.1
8423,Female,4,3,90.81,2.93
8424,Male,4,3,72.63,3.61
8425,Female,4,3,60.63,3.7
8426,Female,4,2,87.63,3.75
8427,Female,4,3,90.81,3.45
8428,Female,4,1,97.8,3.44
8429,Male,5,2,96.82,2.84
8430,Male,4,1,52,2.21
8431,Male,5,4,82,2.42
8432,Male,5,3,85,2.5
8433,Female,4,4,81.18,3.48
8434,Female,4,2,98.27,3.68
8435,Female,4,1,87.81,3.54
8436,Female,4,2,71,3.89
8437,Female,4,4,50,3.41
8438,Female,4,1,92.64,3.11
8439,Female,4,1,84,3.56
8440,Male,4,3,91.7,3.2
8441,Female,4,1,78.36,2.82
8442,Female,4,1,96.45,3.15
8443,Male,4,1,90.8,3.4
8444,Male,4,3,91,3.35
8445,Female,4,4,84.72,2.5
8446,Female,4,1,86.37,3.49
8447,Female,5,1,98.95,3.95
8448,Female,4,4,92.45,3.64
8449,Male,4,3,90.71,3.31
8450,Female,4,1,94,3.08
8451,Male,4,3,79.64,2.89
8452,Female,4,1,93.54,3.75
8453,Female,4,2,74.9,3.56
8454,Male,4,3,80.9,3.18
8455,Female,4,2,54.66,3.4
8456,Male,4,2,98.6,3.03
8457,Male,4,1,99.09,3.96
8458,Female,4,2,85.9,3.71
8459,Male,4,2,88.1,3.45
8460,Male,4,3,84.82,2.72
8461,Female,4,1,99.18,3.81
8462,Female,4,3,87.45,3.76
8463,Female,4,2,80,3.63
8464,Female,4,2,91.18,3.76
8465,Female,4,1,95.9,3.88
8466,Female,4,3,88,3.67
8467,Female,4,2,89.54,3.62
8468,Female,4,4,87,3.82
8469,Female,4,1,98.45,3.49
8470,Female,4,4,88,2.83
8471,Female,4,1,98.18,3.92
8472,Female,4,4,91.18,3.27
8473,Male,4,2,86.36,2.25
8474,Male,4,1,74.82,3.06
8475,Male,5,2,92,2.66
8476,Female,4,3,78,3.88
8477,Female,4,1,96.72,3.83
8478,Female,4,3,77,3.13
8479,Male,4,2,68.45,2.4
8480,Female,4,3,93.36,3.32
8481,Female,4,1,97.87,3.9
8482,Female,4,1,95.95,2.43
8483,Male,4,2,98,3.64
8484,Female,4,2,61,3.54
8485,Male,4,3,58.45,0
8486,Male,4,1,65.9,2.73
8487,Female,4,2,74.72,3.58
8488,Male,4,2,52,2.72
8489,Female,5,1,86,3.47
8490,Female,4,1,94,3.78
8491,Male,4,1,87.09,3.51
8492,Male,4,4,60,2.61
8493,Male,4,1,97.63,3.9
8494,Female,4,4,92.09,3.93
8495,Female,4,1,57,3.46
8496,Female,4,1,80.82,3.68
8497,Male,4,3,91.02,3.09
8498,Male,4,1,79.79,3.85
8499,Female,4,1,65.65,2.68
8500,Female,4,3,82,3.73
8501,Male,5,1,90.18,3.63
8502,Female,4,2,85,3.13
8503,Female,4,2,82,3.32
8504,Male,4,4,87.09,2.74
8505,Female,4,3,88.91,3.46
8506,Female,4,2,86.5,3.41
8507,Female,4,3,71.45,3.38
8508,Male,4,1,69.83,3
8509,Female,4,2,92,3.62
8510,Male,4,1,84.45,3.24
8511,Female,4,3,77.54,2.57
8512,Female,4,2,91.4,2.91
8513,Female,4,2,98.27,3.37
8514,Male,4,4,78.72,3.02
8515,Female,4,4,79.73,3.27
8516,Female,4,2,98.64,3.77
8517,Male,4,2,69.54,3.46
8518,Male,4,2,93.07,2.98
8519,Female,4,2,78.72,3.78
8520,Male,4,1,79.88,3.03
8521,Female,4,2,97.72,3.94
8522,Female,4,3,54,2.08
8523,Male,4,1,89,3.73
8524,Male,4,3,90,3.93
8525,Male,4,4,75.9,1.6
8526,Female,4,4,91,3.76
8527,Male,4,4,75.42,3.27
8528,Female,4,4,88.9,3.52
8529,Female,4,3,84.45,3.56
8530,Female,4,3,85,3.49
8531,Male,4,2,65.81,3.34
8532,Female,4,2,76,3.36
8533,Male,4,3,70.8,2.39
8534,Male,4,2,75,3.11
8535,Male,4,2,97.45,3.21
8536,Female,4,4,76.36,2.96
8537,Male,4,4,82,3.44
8538,Male,4,1,70,2.88
8539,Male,4,1,87.36,3.52
8540,Female,4,1,89.27,3.54
8541,Female,4,1,78.9,3.21
8542,Male,4,3,91.18,3.41
8543,Male,4,1,89.18,3.3
8544,Male,4,1,94.45,3.34
8545,Female,4,3,85.45,3.69
8546,Female,4,2,99.45,4
8547,Male,4,4,74.54,3.49
8548,Male,4,2,83.33,2.03
8549,Female,4,1,65.72,3.47
8550,Female,4,2,90.73,3.5
8551,Female,4,2,94.36,3.72
8552,Female,4,3,91.9,3.37
8553,Male,4,2,98.63,3.76
8554,Male,4,1,74.18,3.03
8555,Male,4,1,63.56,0.67
8556,Female,4,4,83.9,3.56
8557,Female,4,3,76.02,3.61
8558,Male,4,3,57.63,2.9
8559,Female,4,3,85.81,3.54
8560,Female,4,3,70,3.23
8561,Female,4,2,95.8,3.93
8562,Female,4,3,64.45,3.83
8563,Female,4,2,88,3.46
8564,Female,4,4,78,3.24
8565,Female,4,3,83.8,3.41
8566,Female,5,3,89,2.84
8567,Female,4,4,84.45,3.66
8568,Male,4,1,85.81,3.46
8569,Female,4,3,89.36,3.68
8570,Male,4,2,90.9,2.83
8571,Male,4,4,76.54,3.5
8572,Female,4,1,75.27,3.62
8573,Female,4,1,84.09,3.4
8574,Male,5,4,91.09,3.02
8575,Female,4,1,76.73,3.83
8576,Male,4,2,99,2.83
8577,Male,5,1,86,3.47
8578,Female,4,1,97.9,4
8579,Male,5,1,92.64,3.72
8580,Male,4,1,89.9,3.2
8581,Female,4,1,92.81,4
8582,Female,4,4,66.1,2.89
8583,Male,5,1,91.09,3.66
8584,Female,4,3,74,3.04
8585,Female,4,2,86.9,3.53
8586,Male,4,1,73.3,3.1
8587,Male,4,2,81.09,3.6
8588,Female,5,2,92.63,2.92
8589,Male,4,3,84.27,3.76
8590,Female,5,2,65.45,2.76
8591,Female,4,1,96.45,3.86
8592,Female,4,4,69.7,3.25
8593,Female,4,3,81.9,3
8594,Female,5,2,79.1,2.53
8595,Male,4,2,88,2.33
8596,Female,4,1,86.45,3.63
8597,Male,4,1,66.18,2.74
8598,Male,4,4,94.81,2.76
8599,Female,4,4,91.36,3.94
8600,Male,4,2,96.72,2.61
8601,Male,4,1,83.81,2.49
8602,Male,5,2,97.9,2.61
8603,Male,4,4,80.92,3.42
8604,Female,4,1,82.54,3.94
8605,Female,4,4,81.9,3.61
8606,Male,4,2,68.28,2.43
8607,Male,4,3,89,3.28
8608,Male,4,1,90.9,3.5
8609,Male,4,2,88.64,3.02
8610,Male,4,4,75.27,2.51
8611,Male,4,2,83.36,2.23
8612,Male,4,3,86.81,2.68
8613,Male,4,1,79.9,2.36
8614,Female,4,4,77.63,3.63
8615,Female,4,4,83.54,3.71
8616,Female,4,3,91.72,3.77
8617,Male,5,3,87.88,2.72
8618,Male,4,1,93.9,3.76
8619,Male,4,1,89.11,3.31
8620,Female,4,1,81.5,2.52
8621,Female,4,3,72.2,3.03
8622,Female,4,3,86.45,3.04
8623,Male,4,1,98.63,3.94
8624,Female,5,3,95.09,2.62
8625,Male,4,1,53.78,3.18
8626,Male,4,2,94.36,3.17
8627,Female,4,1,81.27,3.3
8628,Male,4,3,87.45,3.71
8629,Male,4,2,61.61,2
8630,Male,4,3,73,2.32
8631,Male,4,4,85.18,2.89
8632,Male,5,1,98.81,3.95
8633,Male,4,3,88.36,3.44
8634,Female,4,1,80.54,3.27
8635,Female,4,2,97.63,3.8
8636,Male,5,2,94.64,2.44
8637,Female,4,3,89.72,3.74
8638,Female,4,1,82.36,3.34
8639,Male,4,1,82.9,3.52
8640,Female,4,3,67.3,3.46
8641,Male,4,1,65.9,2.73
8642,Male,5,1,99.98,3.99
8643,Male,4,2,97.91,3.61
8644,Male,5,1,95.63,3.83
8645,Male,4,4,79.81,2.79
8646,Female,4,4,77.82,3.61
8647,Female,4,2,66,3.07
8648,Female,4,2,94.45,3.71
8649,Male,5,1,96.9,3.88
8650,Male,4,3,91.18,2.6
8651,Female,4,2,73.09,3.46
8652,Female,4,1,65.27,3.3
8653,Female,4,2,58,2.65
8654,Female,4,4,76,3.59
8655,Female,4,3,64.45,3.2
8656,Male,4,1,76.36,3.86
8657,Male,4,1,91.81,1.91
8658,Male,4,2,90,2.38
8659,Female,4,3,80.71,3.17
8660,Male,5,3,93.36,2.78
8661,Female,4,2,96.45,3.29
8662,Female,4,2,50,3.01
8663,Male,4,1,83.3,3.37
8664,Male,4,4,86,2.98
8665,Female,4,2,78.2,2.94
8666,Male,5,2,87,2.78
8667,Female,4,3,79.27,3.8
8668,Male,5,4,54.94,2.32
8669,Female,4,2,90,1.9
8670,Male,5,4,78.55,2.35
8671,Female,4,1,79.45,3.23
8672,Male,4,4,84.18,3.07
8673,Female,4,4,81.18,3.37
8674,Male,4,1,93,3.72
8675,Female,4,1,46.63,3.48
8676,Male,4,2,80,3.57
8677,Male,4,1,78,3.18
8678,Female,4,1,90.94,3.65
8679,Female,4,1,93.6,3.95
8680,Male,4,3,66,2.99
8681,Male,4,1,68.1,3.03
8682,Female,4,3,86.09,3.24
8683,Female,5,5,92.09,2.42
8684,Male,5,2,65.81,2.57
8685,Male,4,2,85.72,2.73
8686,Female,4,3,93.27,3.82
8687,Female,4,2,91.45,3.84
8688,Female,4,2,97.81,3.86
8689,Male,4,4,75.78,3.23
8690,Female,4,1,66,2.73
8691,Female,4,4,86,3.2
8692,Female,4,2,98.81,4
8693,Female,4,1,85.81,3.16
8694,Male,4,1,98.54,3.94
8695,Female,4,2,84.64,3.36
8696,Male,4,2,98,3.07
8697,Male,4,3,86.72,3.48
8698,Female,4,1,80,3.26
8699,Male,4,3,84.1,2.67
8700,Male,4,2,85.63,2.44
8701,Female,4,1,78.78,3.19
8702,Male,4,1,99.27,3.96
8703,Male,4,2,88.63,3.08
8704,Female,4,1,52,2.29
8705,Female,4,1,62,3.88
8706,Male,4,1,79.63,3.4
8707,Female,4,1,87.63,2.65
8708,Male,4,1,55,3.34
8709,Male,4,2,78,2.98
8710,Female,5,5,92.7,2.84
8711,Female,4,2,92.27,3.6
8712,Female,4,4,88.27,3.95
8713,Female,5,2,92.45,2.92
8714,Male,4,2,55.09,2.63
8715,Female,5,4,91.9,2.93
8716,Female,5,1,92,3.69
8717,Female,5,1,99.27,3.96
8718,Female,5,4,90.01,2.55
8719,Female,4,3,72.9,3.4
8720,Female,5,2,90.9,2.89
8721,Female,4,3,83.84,3.29
8722,Male,4,3,74,3.35
8723,Female,4,3,91.45,3.89
8724,Male,4,2,65.36,2.24
8725,Male,4,3,85.72,2.7
8726,Female,4,1,96.09,3.85
8727,Male,4,4,82.45,2.69
8728,Male,5,2,96,2.72
8729,Female,5,2,99.1,2.96
8730,Female,4,1,93.81,3.85
8731,Female,4,4,89.77,2.84
8732,Male,4,1,89.07,3.59
8733,Male,4,1,55.28,3.49
8734,Male,5,4,90.27,2.68
8735,Female,4,1,78,3.86
8736,Male,4,2,84.18,3.62
8737,Male,5,2,88.64,2.54
8738,Male,5,1,91.72,3.68
8739,Female,4,3,77,3.41
8740,Male,4,3,82.27,1.78
8741,Male,4,4,86,3.05
8742,Female,4,1,85.09,3.44
8743,Female,4,1,96.95,3.81
8744,Female,4,2,88.09,3.66
8745,Female,4,1,88,3.8
8746,Female,5,2,97.81,2.8
8747,Female,4,3,88.7,3.41
8748,Male,4,2,77.84,3.07
8749,Female,4,1,88.85,3.61
8750,Female,4,1,80,3.28
8751,Male,4,1,88.66,2.44
8752,Female,4,2,94,3.86
8753,Female,4,1,88.91,3.51
8754,Male,4,2,87,2.85
8755,Male,4,2,94.36,2.43
8756,Female,4,1,82,2.97
8757,Male,4,3,78.9,3.3
8758,Male,4,2,97.45,4
8759,Male,4,1,86.18,3.44
8760,Female,4,3,70.9,3.9
8761,Female,4,2,81.63,3.88
8762,Female,4,1,90.45,3.64
8763,Female,4,2,96.55,3.01
8764,Male,4,1,60.64,2.53
8765,Male,4,1,94,3.77
8766,Male,4,1,92.89,3.18
8767,Male,5,1,99.27,3.96
8768,Female,4,2,90.72,3.57
8769,Male,4,2,93.54,3.56
8770,Male,4,1,80,3.21
8771,Male,4,1,82.36,3.48
8772,Female,4,2,86.3,2.93
8773,Male,4,4,66.9,2.87
8774,Male,4,3,89.18,3.35
8775,Male,4,2,94.08,3.69
8776,Female,4,3,83.09,3.38
8777,Male,4,1,91.13,1.96
8778,Male,4,1,76,2.7
8779,Female,4,1,91.6,3.64
8780,Male,4,1,93.18,3.74
8781,Female,4,2,93.63,3.81
8782,Male,4,1,94.91,3.75
8783,Female,4,1,59.5,2.49
8784,Female,4,4,79,3.45
8785,Male,4,4,77.9,2.58
8786,Female,4,4,85.36,2.94
8787,Male,4,2,54,3.01
8788,Female,4,1,64.55,3.21
8789,Female,4,2,83.36,3.35
8790,Male,4,3,89.81,3.21
8791,Female,4,1,92.18,3.54
8792,Male,4,1,49,3.08
8793,Female,4,4,75,3.21
8794,Female,4,1,93,3.73
8795,Female,4,4,90.81,3.88
8796,Male,4,2,73,2.66
8797,Female,4,3,91.09,3.67
8798,Female,4,2,58.77,2.9
8799,Male,4,3,90,2.75
8800,Female,4,4,81,3.29
8801,Female,4,3,91.2,3.85
8802,Female,4,2,82.63,3.96
8803,Male,4,1,99.27,3.96
8804,Female,4,4,70.72,3.67
8805,Female,4,4,81.9,3.47
8806,Female,4,2,68.54,3.28
8807,Male,4,3,85.45,3.36
8808,Female,4,2,92.72,3.81
8809,Female,4,3,94,3.47
8810,Male,4,4,86,2.72
8811,Female,4,4,83.5,3.34
8812,Male,4,1,95.73,3.17
8813,Female,4,2,71.09,3.34
8814,Female,4,1,58.36,3.6
8815,Male,4,1,83.74,3.6
8816,Male,4,2,78.27,2.71
8817,Female,5,1,94.91,3.8
8818,Female,4,1,86.06,3.47
8819,Female,4,1,78,3.18
8820,Male,4,1,74.8,3.08
8821,Male,4,1,76.99,2.45
8822,Male,4,1,84.18,3.4
8823,Female,5,3,88.45,2.73
8824,Female,4,1,96.82,3.52
8825,Female,4,3,91.27,3.28
8826,Male,4,2,66.45,3.14
8827,Male,4,1,97.81,3.91
8828,Female,4,3,82.18,3.56
8829,Female,4,2,84.4,3.58
8830,Female,4,1,80,3.82
8831,Male,4,1,60,2.51
8832,Female,4,2,96.36,3.98
8833,Female,4,1,96.45,3.63
8834,Male,5,2,96.91,2.51
8835,Male,4,2,82.36,2.79
8836,Male,5,2,87,2.55
8837,Female,4,1,87.54,4
8838,Male,4,2,96.54,3.35
8839,Female,4,1,63,3.29
8840,Female,5,2,99.8,2.85
8841,Male,4,3,79.69,3.07
8842,Female,4,3,83.9,3.5
8843,Male,4,3,87.09,3.54
8844,Male,4,4,83.27,3.15
8845,Female,4,1,91.3,3.67
8846,Female,4,2,85.18,3.57
8847,Female,5,2,92.54,2.57
8848,Female,4,1,68.5,2.84
8849,Female,4,1,87.09,3.77
8850,Female,4,1,88,3.55
8851,Female,4,2,90,3.56
8852,Female,4,3,78.87,3.11
8853,Female,4,3,71.1,3.44
8854,Female,4,2,84.9,3.86
8855,Female,5,5,90.3,2.24
8856,Female,4,1,58.8,3.92
8857,Male,5,2,95.9,2.42
8858,Male,4,2,93.82,3.93
8859,Female,4,3,94.81,3.51
8860,Female,4,1,89.81,3.45
8861,Male,4,2,79.91,3.71
8862,Female,4,2,84.93,3.55
8863,Female,4,2,81,3.27
8864,Male,5,2,95.91,2.92
8865,Male,4,4,86.81,3.17
8866,Male,4,2,88.36,3.1
8867,Female,4,3,69.18,2.28
8868,Female,4,3,93,3.79
8869,Female,4,4,86.84,3.1
8870,Male,4,3,87.5,3.34
8871,Female,4,1,88.81,3.48
8872,Female,4,4,65.73,3.54
8873,Male,4,2,87.63,2.01
8874,Female,4,4,77.8,3.04
8875,Female,4,3,75,3.63
8876,Male,4,2,77,3.45
8877,Female,4,2,92.18,3.17
8878,Male,4,3,74.5,2.7
8879,Male,4,3,67,2.65
8880,Male,4,1,80.36,3.8
8881,Female,4,2,68,3.03
8882,Male,4,4,73.18,2.62
8883,Female,4,2,87.8,3.8
8884,Female,4,2,97.54,3.62
8885,Male,4,2,71,3.1
8886,Male,4,2,98.89,2.81
8887,Male,5,3,92.09,2.47
8888,Female,4,3,80.83,3.57
8889,Male,4,1,97.27,3.89
8890,Female,4,2,69.1,2.53
8891,Female,4,2,93.5,3.87
8892,Female,4,1,83.81,3.39
8893,Female,4,3,87,3.46
8894,Female,5,5,78,2.49
8895,Female,4,2,70,2.58
8896,Female,4,1,68,3.46
8897,Female,4,3,81.72,2.45
8898,Male,4,1,89.09,3.1
8899,Female,4,4,85.18,3.2
8900,Female,5,3,91.63,2.87
8901,Female,4,1,93.4,3.65
8902,Female,4,4,84.55,3.72
8903,Female,4,1,96,3.75
8904,Female,4,3,81.36,3.41
8905,Male,4,1,89.91,3.54
8906,Female,4,3,90.8,3.76
8907,Male,4,4,83.83,3.23
8908,Female,4,1,99.18,3.96
8909,Male,4,2,89.09,3.82
8910,Male,5,3,77.09,2.54
8911,Male,5,1,86.02,3
8912,Male,4,2,77.5,3
8913,Female,4,2,93.82,3.86
8914,Male,4,2,86.99,2.25
8915,Female,5,4,89.36,2.84
8916,Male,5,1,91.9,3.66
8917,Female,4,4,67.2,3.63
8918,Male,4,1,70.45,2.35
8919,Male,4,3,87.18,3.18
8920,Male,4,2,59,3.3
8921,Female,4,1,67.09,3.16
8922,Female,4,2,95,3.73
8923,Female,4,2,70,3.69
8924,Female,4,4,82.75,3.32
8925,Male,4,2,80.75,2.7
8926,Female,4,3,71.9,2.62
8927,Female,4,4,85.27,3.6
8928,Female,4,1,61.9,3.04
8929,Female,4,1,89,3.51
8930,Female,5,1,89.26,3.59
8931,Female,5,1,89.81,3.61
8932,Male,4,3,90.45,3.16
8933,Female,4,1,82.02,3.47
8934,Male,4,1,53.43,2.27
8935,Male,4,1,90.9,3.46
8936,Female,4,3,94.18,3.77
8937,Male,4,1,86.45,3.49
8938,Male,4,1,85.54,3.37
8939,Male,4,2,98.09,3.66
8940,Male,4,3,68.54,2.66
8941,Male,4,2,92,3.68
8942,Female,4,4,72.72,3.48
8943,Female,4,4,92.36,3.52
8944,Female,4,2,94.72,3.68
8945,Female,4,3,72.09,3.43
8946,Male,5,2,88.27,2.55
8947,Female,4,2,66.9,2.82
8948,Male,4,4,82.18,3.54
8949,Male,4,2,95.72,3.53
8950,Male,4,4,84.09,3.09
8951,Male,4,1,71.45,2.75
8952,Female,4,1,96.9,3.88
8953,Female,4,1,95.9,3.5
8954,Female,4,1,81.93,4
8955,Male,4,4,87,3.11
8956,Female,5,5,90.09,2.85
8957,Male,4,2,98.9,3.56
8958,Male,4,2,46.54,2.86
8959,Female,4,1,88,3.6
8960,Female,5,1,86.81,3.5
8961,Male,4,3,71.72,3.53
8962,Male,4,1,89.45,2.73
8963,Female,4,4,90.72,3.37
8964,Female,4,1,80.73,3.63
8965,Female,4,1,79.77,3.5
8966,Male,4,2,76.63,2.63
8967,Female,4,3,85.27,3.56
8968,Male,4,4,84.54,3.77
8969,Female,4,1,95.27,3.8
8970,Male,4,2,65.72,2.83
8971,Male,4,2,55,2.96
8972,Male,4,3,94,3.26
8973,Female,4,3,93.45,3.85
8974,Female,4,2,87.5,2.35
8975,Male,4,2,78.09,3.15
8976,Female,4,3,55,3.27
8977,Female,5,2,97.45,2.8
8978,Male,4,2,89.45,3.41
8979,Female,4,2,83,3.4
8980,Female,4,3,84,3.47
8981,Male,4,2,87.37,3.76
8982,Male,4,1,77.63,3.16
8983,Female,4,3,92.3,2.66
8984,Male,4,1,70.45,2.9
8985,Female,4,4,77.8,3.33
8986,Female,4,3,74.9,3.7
8987,Female,4,4,80,3.34
8988,Male,5,1,80.05,3.25
8989,Female,4,2,98.82,3.38
8990,Female,4,3,92.09,3.77
8991,Male,4,1,82.45,2.94
8992,Female,5,1,86.54,3.49
8993,Male,4,4,78.54,3.36
8994,Male,4,1,87,2.4
8995,Male,4,1,75.09,3.07
8996,Male,4,2,71.81,3.36
8997,Female,4,3,92.36,3.96
8998,Female,4,1,97.96,3.94
8999,Female,5,1,93.63,3.75
9000,Female,4,1,72.73,3.24
9001,Male,4,2,87.45,3.12
9002,Female,4,1,86.27,3.81
9003,Female,4,2,58.9,3.29
9004,Female,4,1,93.27,3.74
9005,Female,4,1,98,3.92
9006,Female,4,3,94.9,3.8
9007,Male,4,3,88.9,3.61
9008,Female,5,4,84.9,2.5
9009,Male,4,2,67,2.81
9010,Female,4,1,75.54,3.18
9011,Female,4,2,90.6,3.28
9012,Female,4,3,61.91,3.42
9013,Female,4,2,85,3.24
9014,Female,4,4,59,3.43
9015,Female,4,4,60,3.68
9016,Female,4,1,86.27,3.4
9017,Female,4,2,99,2.8
9018,Female,4,2,91.54,3.8
9019,Female,5,2,89.45,2.91
9020,Male,5,1,91.18,3.66
9021,Male,4,1,64.45,2.67
9022,Male,4,4,80,3.57
9023,Male,4,2,98.87,3.85
9024,Female,4,1,89.3,2.71
9025,Female,4,2,94.7,3.65
9026,Female,4,1,77.36,2.93
9027,Male,4,1,58,2.67
9028,Male,5,2,97.45,2.6
9029,Male,5,4,87.27,2.35
9030,Female,5,2,99,3.12
9031,Male,4,2,75.8,3.47
9032,Female,4,2,88.54,3.34
9033,Male,4,2,79.7,3.63
9034,Male,4,2,72.72,1.84
9035,Female,4,2,82.72,2.88
9036,Female,4,2,90.63,3.79
9037,Male,4,1,93.09,3.32
9038,Male,4,2,70,3.4
9039,Female,4,2,97.9,3.74
9040,Female,4,3,73.83,3.42
9041,Female,4,4,92.64,3.74
9042,Male,4,1,81.89,2.89
9043,Female,4,1,95,3.7
9044,Male,4,2,91.18,2.59
9045,Female,4,3,71.18,3.22
9046,Male,4,4,92.91,3.86
9047,Female,4,3,87.45,3.94
9048,Male,4,3,92.45,3.94
9049,Male,5,1,93.6,3.75
9050,Female,4,1,93.81,3.52
9051,Female,4,2,99.45,3.98
9052,Female,4,2,95,3.15
9053,Female,4,4,82.36,3.06
9054,Female,4,2,84.54,3.88
9055,Female,4,2,56,2.59
9056,Male,4,2,84.7,3.76
9057,Male,4,1,96.81,3.87
9058,Female,4,2,99.36,3.96
9059,Female,4,1,86.82,3.75
9060,Female,4,2,93,3.44
9061,Female,4,2,88.87,2.38
9062,Male,4,3,77.46,2.57
9063,Male,4,3,85.81,2.3
9064,Male,4,2,65,2.53
9065,Male,4,2,85,3.28
9066,Male,4,4,61.45,2.96
9067,Female,4,1,90.18,3.63
9068,Male,4,2,73,2.77
9069,Female,4,2,98,3.38
9070,Female,4,1,80,2.98
9071,Male,4,3,82.54,2.08
9072,Female,4,4,81,3.4
9073,Male,4,2,83,3.39
9074,Male,5,2,93.91,2.69
9075,Male,5,1,91,3.66
9076,Female,4,3,95.77,3.63
9077,Male,4,3,80.45,3.51
9078,Female,4,2,92.9,3.55
9079,Male,4,3,91.81,3.05
9080,Male,4,3,91.9,2.44
9081,Male,4,1,88.95,3.05
9082,Male,4,3,63.7,3.11
9083,Female,4,1,93,3.69
9084,Female,4,2,83.3,3.08
9085,Male,4,2,98.94,3.41
9086,Male,4,4,83.63,3.38
9087,Male,4,1,97.47,2.57
9088,Male,4,4,69.5,2.75
9089,Female,4,2,93.45,3.52
9090,Male,4,2,77.27,3.47
9091,Male,4,2,81.63,2.87
9092,Female,4,1,89.27,3.13
9093,Male,4,2,84.09,2.57
9094,Female,4,1,90.81,3.13
9095,Male,4,1,77.91,3.17
9096,Male,4,2,99,3.31
9097,Male,5,1,91.18,3.66
9098,Male,4,2,71,3.41
9099,Female,4,3,55,2.44
9100,Female,4,1,81.9,3.22
9101,Female,4,2,52,2.73
9102,Male,4,2,86.45,3.63
9103,Female,4,2,88.09,3.94
9104,Male,5,1,97.64,3.9
9105,Female,4,3,60,2.65
9106,Female,4,2,84.45,3.25
9107,Male,4,1,80,3.44
9108,Female,4,1,63.18,2.63
9109,Female,4,1,58.7,3.66
9110,Male,5,1,92,3.8
9111,Female,4,4,83.72,3.53
9112,Male,4,1,88.63,2.76
9113,Female,4,3,92,2.83
9114,Female,4,2,80.9,3.47
9115,Female,4,3,72.9,3.7
9116,Male,4,1,53.63,2.27
9117,Female,4,2,90,3.25
9118,Male,4,2,84.59,3.77
9119,Female,4,4,73.45,3.65
9120,Male,4,2,96,3.55
9121,Female,4,4,72.27,3.2
9122,Female,4,2,80.91,2.64
9123,Female,4,1,84,3.4
9124,Male,4,2,65.7,3.2
9125,Female,4,2,96.7,4
9126,Female,4,1,81.09,3.29
9127,Female,4,2,83.36,3.51
9128,Female,4,1,97.45,3.9
9129,Male,4,2,58.36,2.04
9130,Female,4,1,78.09,1.73
9131,Female,4,3,74.5,2.94
9132,Female,4,3,93,3.95
9133,Male,4,2,76.45,2.76
9134,Female,4,3,89.09,3.73
9135,Male,4,2,73,3.48
9136,Male,4,3,88.5,3.72
9137,Male,4,2,82.18,3.15
9138,Female,4,1,88.9,3.72
9139,Female,4,1,92.7,3.84
9140,Female,4,1,93.96,3.38
9141,Female,4,2,80.72,3.41
9142,Male,4,3,73,3.19
9143,Male,5,2,85.1,2.62
9144,Female,4,2,72.27,3.31
9145,Female,4,3,89.09,3.93
9146,Male,5,2,79.87,2.25
9147,Female,4,1,99.64,3.98
9148,Male,4,1,81.8,1.6
9149,Male,4,1,65.67,2.43
9150,Female,4,2,56,3.22
9151,Male,4,3,90.18,3.58
9152,Female,4,2,86.45,3.5
9153,Male,4,1,83,3.52
9154,Female,4,1,85.55,3.52
9155,Female,4,3,88.5,3.61
9156,Female,4,1,95.09,3.81
9157,Female,5,4,79.16,2.51
9158,Male,4,1,82.45,3.34
9159,Female,4,1,81.81,3.4
9160,Female,4,1,87.88,3.6
9161,Female,4,2,99,3.79
9162,Female,4,4,89.54,3.9
9163,Female,4,2,95,3.8
9164,Female,4,1,93.54,3.15
9165,Female,4,3,80,3.28
9166,Female,4,1,81.9,3.36
9167,Female,5,3,95,3.06
9168,Male,4,3,84.9,3.02
9169,Male,4,4,83.9,3.76
9170,Male,5,2,95.82,2.93
9171,Female,5,4,75.54,2.52
9172,Male,4,3,93,3.63
9173,Female,4,1,84.45,3.41
9174,Male,5,3,84.72,2.5
9175,Female,4,1,81.81,3.32
9176,Male,4,2,87.92,3.58
9177,Female,4,3,91.09,3.75
9178,Male,4,1,97.6,3.9
